Job Title,Salary Estimate,Rating,Company Name,Location,Size,Sector,Revenue
Research Scientist,$114K-$146K (Glassdoor est.),3.7,"Lilly
3.7","San Diego, CA",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
Sr. Principal Data Scientist,$114K-$146K (Glassdoor est.),3.8,"Northrop Grumman
3.8","San Diego, CA",10000+ employees,Aerospace & Defense,$10+ billion (USD)
Data Scientist,$114K-$146K (Glassdoor est.),2.9,"PETCO
2.9","San Diego, CA",10000+ employees,Retail,$2 to $5 billion (USD)
Data Scientist - Telecommute,$114K-$146K (Glassdoor est.),3.3,"Unitedhealth Group
3.3","San Diego, CA",10000+ employees,Health Care,$10+ billion (USD)
Staff Data Scientist - CGM Analytics,$114K-$146K (Glassdoor est.),3.5,"Dexcom
3.5","San Diego, CA",1001 to 5000 employees,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
"Scientist, Product Development",$114K-$146K (Glassdoor est.),3,"Emergent BioSolutions
3.0","San Diego, CA",1001 to 5000 employees,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
Data Analyst,$114K-$146K (Glassdoor est.),3.4,"Midland Credit Management
3.4","San Diego, CA",1001 to 5000 employees,Finance,$1 to $2 billion (USD)
Data Engineer,$114K-$146K (Glassdoor est.),4.5,"CrowdRise
4.5","San Diego, CA",201 to 500 employees,Information Technology,Unknown / Non-Applicable
Global Big Data Scientist,$114K-$146K (Glassdoor est.),2.8,"ALERE
2.8","San Diego, CA",5001 to 10000 employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Associate Integration Scientist 1,$114K-$146K (Glassdoor est.),3.9,"Illumina
3.9","San Diego, CA",5001 to 10000 employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Technical Applications Scientist,$114K-$146K (Glassdoor est.),3.9,"Illumina
3.9","San Diego, CA",5001 to 10000 employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Scientist - Biomarker and Flow Cytometry,$114K-$146K (Glassdoor est.),2.4,"Crown Bioscience
2.4","San Diego, CA",501 to 1000 employees,Biotech & Pharmaceuticals,$50 to $100 million (USD)
Data Scientist,$114K-$146K (Glassdoor est.),4.5,"Seismic
4.5","San Diego, CA",501 to 1000 employees,Information Technology,Unknown / Non-Applicable
Scientist I,$114K-$146K (Glassdoor est.),3.6,"Sekisui Diagnostics
3.6","San Diego, CA",501 to 1000 employees,,$100 to $500 million (USD)
"Data Scientist, Strategic Research and Analytics",$114K-$146K (Glassdoor est.),2.8,"Center for Sustainable
2.8","San Diego, CA",51 to 200 employees,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD)
Data Scientist,$114K-$146K (Glassdoor est.),3.8,"CliniComp, Intl.
3.8","San Diego, CA",51 to 200 employees,Information Technology,$10 to $25 million (USD)
Scientist I,$114K-$146K (Glassdoor est.),3.2,"Invivoscribe, Inc.
3.2","San Diego, CA",51 to 200 employees,Biotech & Pharmaceuticals,$10 to $25 million (USD)
Process Development Scientist/Engineer I/II,$114K-$146K (Glassdoor est.),4.1,"Poseida Therapeutics
4.1","San Diego, CA",51 to 200 employees,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist,$114K-$146K (Glassdoor est.),4.6,"Realty Income
4.6","San Diego, CA",51 to 200 employees,Real Estate,$1 to $5 million (USD)
Scientist,$114K-$146K (Glassdoor est.),2.9,"Sorrento Therapeutics
2.9","San Diego, CA",51 to 200 employees,,$1 to $5 million (USD)
Data Scientist: Advanced Analytics,$114K-$146K (Glassdoor est.),4.6,"Sysintelli
4.6","San Diego, CA",51 to 200 employees,Accounting & Legal,$1 to $5 million (USD)
Medical Lab Scientist (MLS) Evenings,$114K-$185K (Glassdoor est.),,"Ascension Seton, TX","Austin, TX",,,
Medical Lab Scientist (MLS)- Evening Shift,$114K-$185K (Glassdoor est.),,"Ascension Seton, TX","Austin, TX",,,
Medical Lab Scientist (MLS) 2:00pm0:30pm,$114K-$185K (Glassdoor est.),,"Ascension Seton, TX","Austin, TX",,,
Master Data Management (MDM) - Deloitte - (Remote/Contract/Freelance),$114K-$185K (Glassdoor est.),4.7,"Experfy
4.7","Austin, TX",1 to 50 employees,,Unknown / Non-Applicable
"Data Analyst, Lead with Security Clearance",$114K-$185K (Glassdoor est.),3.8,"Booz Allen Hamilton
3.8","Austin, TX",10000+ employees,Business Services,$5 to $10 billion (USD)
Lead Data Scientist - Secret Clearance Required,$114K-$185K (Glassdoor est.),3.9,"Deloitte & Touche L.L.P.
3.9","Austin, TX",10000+ employees,Accounting & Legal,$10+ billion (USD)
Data Scientist Active Secret Clearance,$114K-$185K (Glassdoor est.),3.9,"Deloitte & Touche L.L.P.
3.9","Austin, TX",10000+ employees,Accounting & Legal,$10+ billion (USD)
Clinical Scientist,$114K-$211K (Glassdoor est.),4.9,"BioPhase Solutions
4.9","San Diego, CA",1 to 50 employees,Biotech & Pharmaceuticals,Less than $1 million (USD)
Staff or Sr. Scientist Pharm R&D,$114K-$211K (Glassdoor est.),4.9,"BioPhase Solutions
4.9","San Diego, CA",1 to 50 employees,Biotech & Pharmaceuticals,Less than $1 million (USD)
"Staff Scientist, Molecular Diagnostics",$114K-$211K (Glassdoor est.),3.8,"Wondfo USA
3.8","San Diego, CA",1 to 50 employees,,$1 to $5 million (USD)
"Senior Scientist, Medicinal Chemistry - Discovery Chemistry - La Jolla",$114K-$211K (Glassdoor est.),4,"J&J Family of Companies
4.0","San Diego, CA",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
Senior Scientist - CMC Analytical Development,$114K-$211K (Glassdoor est.),3.7,"Takeda
3.7","San Diego, CA",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
"Scientist II, Potency Assay Development",$114K-$211K (Glassdoor est.),3.3,"AveXis, Inc.
3.3","San Diego, CA",1001 to 5000 employees,Biotech & Pharmaceuticals,$500 million to $1 billion (USD)
Risk Analytics Manager,$114K-$211K (Glassdoor est.),3.4,"Axos Bank
3.4","San Diego, CA",1001 to 5000 employees,Finance,$500 million to $1 billion (USD)
"Research Scientist I, Medicinal Chemistry",$114K-$211K (Glassdoor est.),3.3,"Vertex Pharmaceuticals
3.3","San Diego, CA",1001 to 5000 employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Machine Learning Engineer - ML Platform,$150K-$169K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,Information Technology,$10+ billion (USD)
Clinical Scientist,$114K-$211K (Glassdoor est.),3.8,"AnaptysBio Inc
3.8","San Diego, CA",51 to 200 employees,Biotech & Pharmaceuticals,$5 to $10 million (USD)
"Principal Scientist, Assay Development",$114K-$211K (Glassdoor est.),2.9,"Epic Sciences
2.9","San Diego, CA",51 to 200 employees,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Process Development Scientist/Engineer - MSAT/Process Development,$114K-$211K (Glassdoor est.),4.1,"Poseida Therapeutics
4.1","San Diego, CA",51 to 200 employees,Biotech & Pharmaceuticals,Unknown / Non-Applicable
"Senior Scientist/Principal Scientist, Molecular and Cellular Biology",$114K-$211K (Glassdoor est.),5,"Vividion Therapeutics
5.0","San Diego, CA",51 to 200 employees,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist (Fintech),$116K-$152K (Glassdoor est.),5,"ingenium.agency
5.0","Brooklyn, NY",1 to 50 employees,Business Services,$1 to $5 million (USD)
Sr. Data Scientist,$116K-$152K (Glassdoor est.),3.9,"Amazon
3.9","New York, NY",10000+ employees,Information Technology,$10+ billion (USD)
Data Scientist I Seller Development,$116K-$152K (Glassdoor est.),3.9,"Amazon
3.9","New York, NY",10000+ employees,Information Technology,$10+ billion (USD)
"Senior Data Scientist, Treasury Product Manager",$116K-$152K (Glassdoor est.),3.7,"Bank of America
3.7","New York, NY",10000+ employees,Finance,$10+ billion (USD)
Quantum Data Scientist (Industrial-Process sector),$116K-$152K (Glassdoor est.),3.7,"IBM
3.7","New York, NY",10000+ employees,Information Technology,$10+ billion (USD)
AI Engineering: Data Scientist/Machine Learning Engineer,$116K-$152K (Glassdoor est.),3.9,"JPMorgan Chase Bank, N.A.
3.9","Jersey City, NJ",10000+ employees,Finance,$10+ billion (USD)
"AI/ML - Machine Learning Engineer, Siri Search",$150K-$237K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,Information Technology,$10+ billion (USD)
"Data Scientist, Primary Research (Disney Streaming Services)",$116K-$152K (Glassdoor est.),4,"Walt Disney Co.
4.0","New York, NY",10000+ employees,Media,$10+ billion (USD)
Machine Learning Engineer,$116K-$152K (Glassdoor est.),3.8,"Peloton Interactive
3.8","New York, NY",1001 to 5000 employees,Consumer Services,Unknown / Non-Applicable
Data Visualization Engineer,$116K-$152K (Glassdoor est.),3.9,"Point72
3.9","New York, NY",1001 to 5000 employees,Finance,Unknown / Non-Applicable
"Machine Learning Engineer, Computer Vision",$116K-$152K (Glassdoor est.),3,"Samsung NEXT
3.0","New York, NY",201 to 500 employees,Information Technology,Unknown / Non-Applicable
Principal Data Scientist,$116K-$152K (Glassdoor est.),3.8,"Slice
3.8","New York, NY",201 to 500 employees,Finance,Unknown / Non-Applicable
"Applied Scientist, Machine Learning (BK or SF)",$116K-$152K (Glassdoor est.),3.6,"Etsy
3.6","Brooklyn, NY",501 to 1000 employees,Retail,$100 to $500 million (USD)
Data Scientist - Market and Sales Analytics,$116K-$152K (Glassdoor est.),4.4,"Riskified
4.4","New York, NY",501 to 1000 employees,Business Services,Unknown / Non-Applicable
Principal Data Scientist,$116K-$152K (Glassdoor est.),4.3,"Caserta
4.3","New York, NY",51 to 200 employees,Information Technology,Unknown / Non-Applicable
Small Business Lending Data Scientist,$116K-$152K (Glassdoor est.),3.5,"Credibly
3.5","New York, NY",51 to 200 employees,Finance,Unknown / Non-Applicable
Quantitative Researcher,$116K-$152K (Glassdoor est.),4.2,"NJF Global Holdings
4.2","New York, NY",51 to 200 employees,Business Services,$10 to $25 million (USD)
Quantitative Researcher - Alpha Capture,$116K-$152K (Glassdoor est.),,Kepler Fi,"New York, NY",Unknown,,Unknown / Non-Applicable
Data Scientist,$116K-$181K (Glassdoor est.),,GradTests (gradtests.com),"Austin, TX",,,
Data Scientist,$116K-$181K (Glassdoor est.),3.1,"Federal Data Systems
3.1","Austin, TX",1 to 50 employees,Information Technology,$5 to $10 million (USD)
Federal - Data Scientist,$116K-$181K (Glassdoor est.),4.2,"Solekai Systems Corp
4.2","Austin, TX",1 to 50 employees,Information Technology,$10 to $25 million (USD)
Data Scientist - Nationwide Opportunities,$116K-$181K (Glassdoor est.),3.9,"Amazon
3.9","Austin, TX",10000+ employees,Information Technology,$10+ billion (USD)
Data Engineer/Scientist,$150K-$237K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,Information Technology,$10+ billion (USD)
"Data Scientist, FEAR",$150K-$237K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,Information Technology,$10+ billion (USD)
Data Scientist,$116K-$181K (Glassdoor est.),3.6,"CACI International
3.6","Austin, TX",10000+ employees,Aerospace & Defense,$2 to $5 billion (USD)
Data Scientist,$116K-$181K (Glassdoor est.),3.6,"eBay
3.6","Austin, TX",10000+ employees,Information Technology,$10+ billion (USD)
"Data Scientist, Ad Platforms/Data Insights",$200K-$250K(Employer est.),4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,Information Technology,$10+ billion (USD)
"AI/ML - Machine Learning Engineer, Advanced Development",$200K-$250K(Employer est.),4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,Information Technology,$10+ billion (USD)
Sr. Data Scientist/Analyst,$200K-$250K(Employer est.),4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,Information Technology,$10+ billion (USD)
Data Analyst,$116K-$181K (Glassdoor est.),3.7,"Indeed
3.7","Austin, TX",10000+ employees,Information Technology,$2 to $5 billion (USD)
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$116K-$181K (Glassdoor est.),3.5,"Internal Revenue Service
3.5","Austin, TX",10000+ employees,Government,Unknown / Non-Applicable
Data Scientist,$116K-$181K (Glassdoor est.),3.7,"Jabil Circuit
3.7","Austin, TX",10000+ employees,Manufacturing,$10+ billion (USD)
"Manager, Data Science",$38K-$68K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,Information Technology,$10+ billion (USD)
Data scientist,$116K-$181K (Glassdoor est.),3.7,"Mott MacDonald
3.7","Austin, TX",10000+ employees,Business Services,$1 to $2 billion (USD)
Data Analyst I,$116K-$181K (Glassdoor est.),2.8,"Texas Health & Human Services Commission
2.8","Austin, TX",10000+ employees,Government,Unknown / Non-Applicable
Data Scientist (Marketing Analytics),$116K-$181K (Glassdoor est.),3.6,"Whole Foods Market
3.6","Austin, TX",10000+ employees,Retail,$10+ billion (USD)
Data Scientist,$116K-$181K (Glassdoor est.),3.7,"CloudFlare
3.7","Austin, TX",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
Data Scientist,$116K-$181K (Glassdoor est.),3.1,"Dun & Bradstreet
3.1","Austin, TX",1001 to 5000 employees,Information Technology,$1 to $2 billion (USD)
Graphics (GPU) Performance Modeling Engineer,$38K-$68K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,Information Technology,$10+ billion (USD)
Reporting Data Architect,$38K-$68K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,Information Technology,$10+ billion (USD)
Associate Data Engineer,$116K-$181K (Glassdoor est.),4.5,"SciPlay
4.5","Austin, TX",201 to 500 employees,Media,Unknown / Non-Applicable
Business Intelligence Analyst II (6 Month Contract),$116K-$181K (Glassdoor est.),3.9,"Electronic Arts
3.9","Austin, TX",5001 to 10000 employees,Media,$2 to $5 billion (USD)
Data Scientist (remote),$116K-$181K (Glassdoor est.),3.3,"Thrivent
3.3","Austin, TX",5001 to 10000 employees,Insurance,$5 to $10 billion (USD)
Junior Data Engineer,$116K-$181K (Glassdoor est.),4.5,"Applied Information Sciences
4.5","Austin, TX",501 to 1000 employees,Information Technology,$50 to $100 million (USD)
Remote Sensing Data Scientist,$116K-$181K (Glassdoor est.),3.8,"Applied Research Laboratories
3.8","Austin, TX",501 to 1000 employees,Education,Unknown / Non-Applicable
Data Engineer,$116K-$181K (Glassdoor est.),3.9,"Balyasny Asset Management
3.9","Austin, TX",501 to 1000 employees,Finance,Unknown / Non-Applicable
Data Analyst,$116K-$181K (Glassdoor est.),5,"AlertMedia
5.0","Austin, TX",51 to 200 employees,Information Technology,Unknown / Non-Applicable
Data Scientist - Analytics,$116K-$181K (Glassdoor est.),3.9,"The Zebra
3.9","Austin, TX",51 to 200 employees,Insurance,Unknown / Non-Applicable
Data Scientist - People Analytics,$119K-$147K (Glassdoor est.),,Doctors Without Borders | Médecins Sans Frontières,"New York, NY",,,
Data Scientist,$119K-$147K (Glassdoor est.),,Pierce Technology Corp,"New York, NY",,,
Senior Data Scientist,$119K-$147K (Glassdoor est.),5,"Averity
5.0","New York, NY",1 to 50 employees,Business Services,Unknown / Non-Applicable
Data Engineer,$119K-$147K (Glassdoor est.),4.7,"B12
4.7","New York, NY",1 to 50 employees,Information Technology,Unknown / Non-Applicable
Data Scientist/Python Developer,$119K-$147K (Glassdoor est.),3.5,"EDP World, Inc.
3.5","New York, NY",1 to 50 employees,Business Services,$1 to $5 million (USD)
Data Scientist,$119K-$147K (Glassdoor est.),1.6,"Management Decisions, Inc.
1.6","New York, NY",1 to 50 employees,Business Services,$1 to $5 million (USD)
Data Scientist,$119K-$147K (Glassdoor est.),5,"Prolancer
5.0","New York, NY",1 to 50 employees,,Unknown / Non-Applicable
Data Scientist,$119K-$147K (Glassdoor est.),,Simatree,"Middletown, NJ",1 to 50 employees,Business Services,Unknown / Non-Applicable
Data Scientist / Engineer,$119K-$147K (Glassdoor est.),5,"Snappy
5.0","New York, NY",1 to 50 employees,Information Technology,Unknown / Non-Applicable
Machine Learning Engineer,$119K-$147K (Glassdoor est.),3.9,"Temboo
3.9","New York, NY",1 to 50 employees,Information Technology,Unknown / Non-Applicable
Data Science and Analytics,$119K-$147K (Glassdoor est.),4,"Two95 International Inc.
4.0","New York, NY",1 to 50 employees,Business Services,$1 to $5 million (USD)
Data Scientist - Power BI,$119K-$147K (Glassdoor est.),4.1,"UCI
4.1","New York, NY",1 to 50 employees,,Unknown / Non-Applicable
Data Scientist - Nationwide Opportunities,$119K-$147K (Glassdoor est.),3.9,"Amazon
3.9","New York, NY",10000+ employees,Information Technology,$10+ billion (USD)
Senior Data Scientist - R&D Oncology,$119K-$147K (Glassdoor est.),4,"AstraZeneca
4.0","New York, NY",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
Lead Data Scientist,$119K-$147K (Glassdoor est.),3.6,"eBay
3.6","New York, NY",10000+ employees,Information Technology,$10+ billion (USD)
Intern- Martech & Data Consulting,$119K-$147K (Glassdoor est.),3.2,"Havas Worldwide
3.2","New York, NY",10000+ employees,Business Services,Unknown / Non-Applicable
Data Scientist - Analytics Engineer,$119K-$147K (Glassdoor est.),3.9,"JPMorgan Chase Bank, N.A.
3.9","Jersey City, NJ",10000+ employees,Finance,$10+ billion (USD)
"Manager, Data Scientist Recommendations",$119K-$147K (Glassdoor est.),3.4,"Tapestry
3.4","New York, NY",10000+ employees,Retail,Unknown / Non-Applicable
Data Scientist,$119K-$147K (Glassdoor est.),3.8,"Visiting Nurse Service of New York
3.8","New York, NY",10000+ employees,Health Care,$2 to $5 billion (USD)
Sr. Data Scientist II,$119K-$147K (Glassdoor est.),3.5,"Argo Group US
3.5","New York, NY",1001 to 5000 employees,Insurance,$1 to $2 billion (USD)
People Analytics Data Scientist,$119K-$147K (Glassdoor est.),4.4,"D. E. Shaw & Co.
4.4","New York, NY",1001 to 5000 employees,Finance,Unknown / Non-Applicable
Data Analyst,$119K-$147K (Glassdoor est.),3.5,"FINRA
3.5","New York, NY",1001 to 5000 employees,Finance,$500 million to $1 billion (USD)
Sr Data Scientist,$119K-$147K (Glassdoor est.),3.1,"Healthfirst (New York)
3.1","New York, NY",1001 to 5000 employees,Insurance,Unknown / Non-Applicable
"Senior Scientist, Computational Biology",$119K-$147K (Glassdoor est.),3.9,"Icahn School of Medicine at Mount Sinai
3.9","New York, NY",1001 to 5000 employees,,Unknown / Non-Applicable
Data Scientist,$119K-$147K (Glassdoor est.),2.8,"Match Group
2.8","New York, NY",1001 to 5000 employees,Business Services,$100 to $500 million (USD)
Lead Data Scientist,$119K-$147K (Glassdoor est.),4.1,"Rockstar Games
4.1","New York, NY",1001 to 5000 employees,Media,$10 to $25 million (USD)
Data Scientist - Machine Learning Platform,$119K-$147K (Glassdoor est.),3.8,"Spotify
3.8","New York, NY",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
"Software Engineer - Data Engineering, Finance Products",$119K-$147K (Glassdoor est.),3.4,"Squarespace
3.4","New York, NY",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,$119K-$147K (Glassdoor est.),3.6,"TRANZACT
3.6","Fort Lee, NJ",1001 to 5000 employees,Business Services,Unknown / Non-Applicable
Data Scientist,$119K-$147K (Glassdoor est.),3.9,"ApTask
3.9","New York, NY",201 to 500 employees,Information Technology,$50 to $100 million (USD)
Applied Data Scientist,$119K-$147K (Glassdoor est.),3.4,"Aptus Health
3.4","New York, NY",201 to 500 employees,Business Services,Unknown / Non-Applicable
Senior Data Scientist,$119K-$147K (Glassdoor est.),4.2,"CyberCoders
4.2","New York, NY",201 to 500 employees,Business Services,$100 to $500 million (USD)
Data Engineer,$119K-$147K (Glassdoor est.),3.7,"GNY Insurance Companies
3.7","New York, NY",201 to 500 employees,Insurance,$100 to $500 million (USD)
Data Scientist,$119K-$147K (Glassdoor est.),3,"Known
3.0","New York, NY",201 to 500 employees,Business Services,$100 to $500 million (USD)
Scientist Data Analytics,$119K-$147K (Glassdoor est.),4.7,"TEEMA
4.7","New York, NY",201 to 500 employees,Business Services,$50 to $100 million (USD)
"Senior Data Scientist, Real World Evidence",$119K-$147K (Glassdoor est.),4,"Flatiron Health
4.0","New York, NY",501 to 1000 employees,Information Technology,Unknown / Non-Applicable
Data Analyst,$119K-$147K (Glassdoor est.),3.6,"MediaMath
3.6","New York, NY",501 to 1000 employees,Business Services,$100 to $500 million (USD)
Senior Data Scientist,$119K-$147K (Glassdoor est.),4.6,"Bowery Farming
4.6","New York, NY",51 to 200 employees,Agriculture & Forestry,Unknown / Non-Applicable
Hiring Data Scientist/AI/ML,$119K-$147K (Glassdoor est.),4,"Comtech Global Inc
4.0","New York, NY",51 to 200 employees,Consumer Services,$5 to $10 million (USD)
Data Scientist,$119K-$147K (Glassdoor est.),3.6,"DoSomething.org
3.6","New York, NY",51 to 200 employees,Non-Profit,$5 to $10 million (USD)
Credit Analytics Manager,$119K-$147K (Glassdoor est.),4,"Liberty Lending
4.0","New York, NY",51 to 200 employees,Finance,Unknown / Non-Applicable
Data Engineer,$119K-$147K (Glassdoor est.),4.4,"Mark43
4.4","New York, NY",51 to 200 employees,Information Technology,$5 to $10 million (USD)
Principal Data Scientist,$119K-$147K (Glassdoor est.),4,"Slice (NY)
4.0","New York, NY",51 to 200 employees,Information Technology,Unknown / Non-Applicable
Data Scientist Product Manager,$119K-$147K (Glassdoor est.),5,"Thrasio
5.0","New York, NY",51 to 200 employees,Retail,Unknown / Non-Applicable
Production Scientist,$119K-$188K (Glassdoor est.),4.3,"Chai
4.3","Santa Clara, CA",1 to 50 employees,Biotech & Pharmaceuticals,$5 to $10 million (USD)
Senior Machine Learning Engineer,$119K-$188K (Glassdoor est.),3.1,"Hiretual
3.1","Mountain View, CA",1 to 50 employees,Information Technology,Unknown / Non-Applicable
Data Analyst,$119K-$188K (Glassdoor est.),4,"ITMC Systems, LLC
4.0","Santa Clara, CA",1 to 50 employees,,Unknown / Non-Applicable
Data Analyst,$119K-$188K (Glassdoor est.),3.9,"Kaygen Inc.
3.9","San Jose, CA",1 to 50 employees,Business Services,$1 to $5 million (USD)
Senior Data Scientist,$119K-$188K (Glassdoor est.),5,"PROPRIUS
5.0","Sunnyvale, CA",1 to 50 employees,Information Technology,Unknown / Non-Applicable
Data Analyst,$119K-$188K (Glassdoor est.),3.4,"Radiansys, Inc.
3.4","Santa Clara, CA",1 to 50 employees,Business Services,$1 to $5 million (USD)
Principal Data Scientist,$119K-$188K (Glassdoor est.),3.3,"Aetna
3.3","Cupertino, CA",10000+ employees,Insurance,$10+ billion (USD)
Data Scientist - Nationwide Opportunities,$119K-$188K (Glassdoor est.),3.9,"Amazon
3.9","Palo Alto, CA",10000+ employees,Information Technology,$10+ billion (USD)
Data Engineer - Customer Analytics Platform,$38K-$68K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,Information Technology,$10+ billion (USD)
Power & Performance Data Engineer,$46K-$82K (Glassdoor est.),4.1,"Apple
4.1","San Diego, CA",10000+ employees,Information Technology,$10+ billion (USD)
Digital Analytics and Data Science Manager,$73K-$111K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,Information Technology,$10+ billion (USD)
SoC Power Modeling Engineer,$74K-$144K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,Information Technology,$10+ billion (USD)
"Search Data Scientist, Apple Media Products - Culver City, CA",$76K-$122K (Glassdoor est.),4.1,"Apple
4.1","Culver City, CA",10000+ employees,Information Technology,$10+ billion (USD)
"Search Data Scientist, Apple Media Products",$93K-$151K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,Information Technology,$10+ billion (USD)
"Data Scientist, AMP Commerce/ Payments/ Subscription Analytics",$93K-$151K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,Information Technology,$10+ billion (USD)
Data Engineer,$93K-$151K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,Information Technology,$10+ billion (USD)
"Content Data Scientist, Apple Media Products Data Science",$93K-$151K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,Information Technology,$10+ billion (USD)
"Principal Data Scientist, Machine Learning",$119K-$188K (Glassdoor est.),4.4,"Atlassian
4.4","Mountain View, CA",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
Staff Reliability Data Scientist,$119K-$188K (Glassdoor est.),4.1,"Rivian
4.1","Palo Alto, CA",1001 to 5000 employees,Manufacturing,Unknown / Non-Applicable
Senior Data Scientist,$119K-$188K (Glassdoor est.),4.1,"Rivian Automotive
4.1","Palo Alto, CA",1001 to 5000 employees,Manufacturing,Unknown / Non-Applicable
Applied Research Scientist - Machine Learning,$119K-$188K (Glassdoor est.),3.5,"Samsung Research America
3.5","Campbell, CA",1001 to 5000 employees,Information Technology,$50 to $100 million (USD)
CPU Performance –Sr Principal Modeling Engineer,$100K-$152K (Glassdoor est.),4.2,"Arm
4.2","Austin, TX",5001 to 10000 employees,Information Technology,$1 to $2 billion (USD)
Data Scientist — Risk,$119K-$188K (Glassdoor est.),3.8,"TikTok
3.8","Mountain View, CA",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
Machine Learning Research Scientist,$119K-$188K (Glassdoor est.),3.6,"JD.com
3.6","Mountain View, CA",5001 to 10000 employees,Retail,Unknown / Non-Applicable
Data Analyst,$119K-$188K (Glassdoor est.),3.8,"PDS Tech, Inc.
3.8","Cupertino, CA",5001 to 10000 employees,Business Services,$100 to $500 million (USD)
"Supervisor, Clinical Lab Scientist",$119K-$188K (Glassdoor est.),4,"Natera
4.0","San Carlos, CA",501 to 1000 employees,Biotech & Pharmaceuticals,$100 to $500 million (USD)
Clinical Data Scientist,$119K-$188K (Glassdoor est.),3.8,"ProClinical
3.8","Redwood City, CA",51 to 200 employees,Business Services,Unknown / Non-Applicable
Data Engineer,$119K-$188K (Glassdoor est.),4.7,"Resource Logistics, Inc.
4.7","San Jose, CA",51 to 200 employees,Transportation & Logistics,$10 to $25 million (USD)
Data Engineer,$119K-$188K (Glassdoor est.),4.4,"Telaria
4.4","Mountain View, CA",51 to 200 employees,Business Services,Unknown / Non-Applicable
Data Analyst,$119K-$188K (Glassdoor est.),4,"Zipongo
4.0","San Jose, CA",51 to 200 employees,Health Care,$5 to $10 million (USD)
"Data Scientist, Analytics & Inference",$120K-$140K (Glassdoor est.),,Codeacademy,"New York, NY",,,
Data Scientist/Lead Data Scientist,$120K-$140K (Glassdoor est.),4.7,"BlueLabs
4.7","New York, NY",1 to 50 employees,Business Services,Unknown / Non-Applicable
Data Scientist,$120K-$140K (Glassdoor est.),,CompIQ,"New York, NY",1 to 50 employees,Information Technology,Unknown / Non-Applicable
Data Scientist,$120K-$140K (Glassdoor est.),4.3,"NorthOne
4.3","New York, NY",1 to 50 employees,,Unknown / Non-Applicable
Lead Data Scientist - 66201BR,$120K-$140K (Glassdoor est.),3.3,"Aetna
3.3","New York, NY",10000+ employees,Insurance,$10+ billion (USD)
Data Scientist,$120K-$140K (Glassdoor est.),3.9,"Amazon
3.9","New York, NY",10000+ employees,Information Technology,$10+ billion (USD)
Data Scientist - Forecasting,$120K-$140K (Glassdoor est.),3.9,"Amazon
3.9","New York, NY",10000+ employees,Information Technology,$10+ billion (USD)
"Data Scientist, Buyer Experience",$120K-$140K (Glassdoor est.),3.6,"eBay
3.6","New York, NY",10000+ employees,Information Technology,$10+ billion (USD)
Data Analyst,$52K-$94K (Glassdoor est.),4.5,"Beacon Hill Staffing Group
4.5","Columbus, OH",501 to 1000 employees,Business Services,$500 million to $1 billion (USD)
CIB - Data Scientist,$120K-$140K (Glassdoor est.),3.9,"JPMorgan Chase
3.9","New York, NY",10000+ employees,Finance,$10+ billion (USD)
